"fecha","retorno"
2027-01-04,-0.000175415872133804
2027-01-05,-0.0112735670418561
2027-01-06,-0.024519129048822
2027-01-07,-0.00520339780431644
2027-01-08,0.0142849491359115
2027-01-09,-0.00813020443912588
2027-01-10,0.0096194648333755
2027-01-11,-0.0237682406243375
2027-01-12,-0.000333429482868092
2027-01-13,0.00829110805915193
2027-01-14,0.00501730043250072
2027-01-15,0.00208514291223415
2027-01-16,-0.00911059012458064
2027-01-17,-0.0122455651905037
2027-01-18,-0.0148619318590737
2027-01-19,0.00226469895650189
2027-01-20,-0.013712119212772
2027-01-21,-0.00685836165551003
2027-01-22,-0.00334138288297371
2027-01-23,0.0281579300784831
2027-01-24,-0.00927924852543188
2027-01-25,0.00403079858427285
2027-01-26,0.00166941274345566
2027-01-27,-0.0139278495119519
2027-01-28,-0.00056962129185398
2027-01-29,0.0221682628763502
2027-01-30,0.00727256079618822
2027-01-31,0.0011184938298941
2027-02-01,-0.00583745248509437
2027-02-02,-0.0302987083231077
2027-02-03,0.0174700582012126
2027-02-04,-0.0214096010638723
2027-02-05,0.01159921266316
2027-02-06,0.0291365535382622
2027-02-07,-0.021158397414577
2027-02-08,0.0110267650306207
2027-02-09,-0.00343296234103702
2027-02-10,-0.0230821623871823
2027-02-11,-0.0222200148067263
2027-02-12,-0.0235230426036189
2027-02-13,-0.00746359783255454
2027-02-14,-0.0214263337749385
2027-02-15,0.0108187515946374
2027-02-16,0.0320016341078851
2027-02-17,-0.0188054571405277
2027-02-18,0.0123160827121277
2027-02-19,0.0120356336150136
2027-02-20,0.00548303868425177
2027-02-21,-0.0146256491241551
2027-02-22,-0.00129178909945988
2027-02-23,-0.0037059300275537
2027-02-24,0.0089448429983072
2027-02-25,-0.00508658134155743
2027-02-26,0.0151546008002843
2027-02-27,-0.00511871286650521
2027-02-28,0.01629067198369
2027-03-01,-0.015237655099991
2027-03-02,-0.0184023286713717
2027-03-03,0.0491155990241361
2027-03-04,-0.00575286382240648
2027-03-05,0.00497341387311073
2027-03-06,0.0100485451105077
2027-03-07,-0.00675670938563115
2027-03-08,0.00825293066470414
2027-03-09,0.00603446791077629
2027-03-10,-0.0027307076146254
2027-03-11,0.00147939550287973
2027-03-12,-1.10088060769599e-05
2027-03-13,0.0324267784852427
2027-03-14,-0.0106200414440924
2027-03-15,-0.01593994400612
2027-03-16,0.00106682598756618
2027-03-17,0.00515721124164705
2027-03-18,0.00704785218365274
2027-03-19,-0.00637547999066659
2027-03-20,-0.0154498920095679
2027-03-21,0.0194477776413424
2027-03-22,-0.00474475581930332
2027-03-23,-0.0124826929398006
2027-03-24,-0.00304419353411645
2027-03-25,-0.00245763841522828
2027-03-26,0.0171488043457046
2027-03-27,0.00177105938295795
2027-03-28,0.0118108067777678
2027-03-29,-0.00698938025758391
2027-03-30,0.00371667964372402
2027-03-31,-0.00437028867236252
2027-04-01,0.00191875292260357
2027-04-02,-0.0129304503696631
2027-04-03,-0.0191620229999196
2027-04-04,0.0304582007712195
2027-04-05,0.00951063235508626
2027-04-06,-0.0182690704243742
2027-04-07,-0.00866748875020631
2027-04-08,-0.0172822012689597
2027-04-09,0.0334821552332558
2027-04-10,0.0201861946465027
2027-04-11,-0.00347717585044529
2027-04-12,0.00864791088848134
2027-04-13,-0.0057150992187829
2027-04-14,-0.00664370341923368
2027-04-15,-0.0113290425677536
2027-04-16,-0.00841925901189266
2027-04-17,0.0252636120100504
2027-04-18,-0.000310421876281607
2027-04-19,0.00228867854641376
2027-04-20,0.00415531144398638
2027-04-21,0.0189871381772801
2027-04-22,-0.0072409574641717
2027-04-23,-0.0143876072558806
2027-04-24,0.0256354539860478
2027-04-25,-0.00611744825357928
2027-04-26,-0.0103459895490981
2027-04-27,-0.0180440967832494
2027-04-28,-0.0187707358347669
2027-04-29,-0.0081096021894698
2027-04-30,0.00976978725749793
2027-05-01,0.0171477220839458
2027-05-02,0.0111138253075338
2027-05-03,-0.00495485945642879
2027-05-04,0.00139624906076901
2027-05-05,-0.010068946955201
2027-05-06,-0.0102582724236102
2027-05-07,0.0137697574846538
2027-05-08,-0.0147338886790532
2027-05-09,0.029829409482387
2027-05-10,-0.000854793909487774
2027-05-11,0.00371808239943824
2027-05-12,-0.0105779155710936
2027-05-13,-0.00811583034644905
2027-05-14,-0.0192552419845786
2027-05-15,-0.00224388082559091
2027-05-16,0.00678473607386696
2027-05-17,0.0053645651624207
2027-05-18,-0.0112230473058213
2027-05-19,-0.01132932956281
2027-05-20,-0.00703298077514291
2027-05-21,0.0229409100476953
2027-05-22,-0.0165595543099862
2027-05-23,-0.00218577391570298
2027-05-24,0.0290354273251839
2027-05-25,-0.00101462327993213
2027-05-26,-0.0198976105573209
2027-05-27,-0.00947154152911093
2027-05-28,0.00778189968357317
2027-05-29,-0.0051340430750466
2027-05-30,-0.00792814545324674
